unique_id,cutoff,metric,Naive,SeasonalNaive,AutoETS,AutoARIMA,LGBMRegressor,AutoNBEATS,AutoNHITS,Chronos
hotel_35,2023-04-07,rmse,0.283412070780671,0.25664171856080886,0.2560451943359071,0.40236824965930024,0.13221916511384973,0.20636039898638747,0.2383377869271194,0.25861197825486404
hotel_42,2023-04-07,rmse,0.3383639073160343,0.3097818005967399,0.3151218014731984,0.2785598102223383,0.24284429061619522,0.3600482199998178,0.4210225476036084,0.22086274849433024
hotel_49,2023-04-07,rmse,0.13578810085467455,0.13325678545007089,0.10116163150404522,0.14041680859886538,0.173049460429351,0.13187888970343292,0.13102399145486382,0.13455660452554552
hotel_56,2023-04-07,rmse,0.07324331596352894,0.0770068797173962,0.062180658798788535,0.06853772285442382,0.05668664168852011,0.06549675598128474,0.06441259220990918,0.07419707207448016
hotel_63,2023-04-07,rmse,0.25191471359904644,0.18571184369578825,0.14170960387223286,0.19950890771088747,0.1475528748119991,0.16192335751735235,0.1847709319469474,0.2762594954775311
hotel_7,2023-04-07,rmse,0.2032249059880433,0.20061824388210045,0.16859394950818765,0.16781374626260542,0.15882031682624992,0.1844626660316539,0.17285066536093732,0.17647808360275483
hotel_70,2023-04-07,rmse,0.08247979983712515,0.12555662463420736,0.10524628259809775,0.09141697964916846,0.07702310318655474,0.08655624031488339,0.08654021309568775,0.13723555053806138
hotel_84,2023-04-07,rmse,0.20403596812431637,0.20880465898100267,0.19513223785525607,0.16395370554361074,0.1352800316791053,0.19922948186299858,0.17704142332579184,0.22065790619264236
hotel_91,2023-04-07,rmse,0.33683110225168006,0.25504628006328467,0.29904883591992254,0.24141557669906333,0.2020047089487327,0.2991219119272974,0.23533416635659893,0.2776134441776334
hotel_98,2023-04-07,rmse,0.27214008107091864,0.18228176714680175,0.19696520748395943,0.14398207098720495,0.15140168739681004,0.22043517292307496,0.23231113393266875,0.16958155696324828
